datetime_local,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,icon
20-10-2019 09:00,24,1,15.24,326,1.25,2.41,1016.9,2,279.3,0,clear-day
20-10-2019 10:00,27,0,14.79,333,1.39,2.48,1016.74,4,279.6,0,clear-day
20-10-2019 11:00,30,0,14.05,341,1.53,2.39,1016.5,6,277.7,0,clear-day
20-10-2019 12:00,32,0,12.7,341,1.86,2.53,1015.95,7,275.5,0,clear-day
20-10-2019 13:00,33,0,10.22,333,2.47,3.16,1014.52,7,275.5,0,clear-day
20-10-2019 14:00,33,0,7.7,325,3.08,3.77,1013.05,5,275.6,0,clear-day
20-10-2019 15:00,33,0,6.71,322,3.42,4.05,1012.11,3,275.8,0,clear-day
20-10-2019 16:00,33,0,6.96,323,3.53,4.05,1011.58,1,276.2,0,clear-day
20-10-2019 17:00,32,0,9.77,334,3.53,3.73,1012.18,0,276.7,0,clear-day
20-10-2019 18:00,30,0,12.72,344,3.36,3.36,1013.11,0,277.1,0,clear-night
20-10-2019 19:00,29,0,13.1,341,2.98,2.98,1013.58,0,277.2,0,clear-night
20-10-2019 20:00,27,0,13.17,338,2.53,2.65,1014.07,0,277.3,0,clear-night
20-10-2019 21:00,26,0,13.15,343,2.33,2.69,1014.22,0,277.4,0,clear-night
20-10-2019 22:00,25,0,13.04,357,2.37,2.85,1014.42,0,277.6,0,clear-night
20-10-2019 23:00,24,1,12.87,12,2.4,3,1014.47,0,277.7,0,clear-night
21-10-2019 00:00,23,1,12.46,23,2.27,3.12,1013.95,0,277.4,0,clear-night
21-10-2019 01:00,22,1,12.06,30,1.96,3.14,1013.36,0,276.9,0,clear-night
21-10-2019 02:00,22,1,11.87,35,1.59,2.98,1012.96,0,276.5,0,clear-night
21-10-2019 03:00,21,1,11.77,34,1.31,2.68,1013.02,0,276.2,0,clear-night
21-10-2019 04:00,19,1,11.85,21,1.09,2.2,1013.32,0,276.3,0,clear-night
21-10-2019 05:00,19,1,12.01,358,0.95,1.75,1013.43,0,276.4,0,clear-night
21-10-2019 06:00,20,1,11.9,38,0.96,1.59,1014.15,0,276.3,0,clear-night
21-10-2019 07:00,21,1,11.89,96,1.04,1.48,1015.1,0,276.4,0,clear-day
21-10-2019 08:00,22,1,12.06,262,1.15,1.32,1015.45,1,276.5,0,clear-day
21-10-2019 09:00,24,0,11.94,214,1.31,1.37,1015.47,2,276.3,0,clear-day
21-10-2019 10:00,26,0,11.46,91,1.55,1.71,1015.25,4,275.9,0,clear-day
21-10-2019 11:00,29,0,10.54,5,1.76,2.06,1015.09,6,275,0,clear-day
21-10-2019 12:00,31,0,9.21,323,2.19,2.59,1014.51,7,274.3,0,clear-day
21-10-2019 13:00,32,0,7.47,317,3.01,3.56,1013.02,7,274.3,0,clear-day
21-10-2019 14:00,32,0,6.13,319,3.77,4.5,1011.58,5,274.5,0,clear-day
21-10-2019 15:00,32,0,5.74,321,4.08,5.2,1010.65,3,274.7,0,clear-day
21-10-2019 16:00,32,0,6.05,323,3.94,5.68,1010.31,1,274.9,0,clear-day
21-10-2019 17:00,31,0,6.85,326,3.61,6.08,1010.73,0,275.7,0,clear-day
21-10-2019 18:00,30,0,7.65,325,3.12,5.62,1011,0,276.4,0,clear-night
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
